deputyid,deputyname,partyid,congress_cat,party_cat,female,tier,alternate,educ_level2,age,state2,unit_individual,leadership,leg_experience,leg_exp_cat,leg_exp_dum,exec_experience,exec_exp_cat,exec_exp_dum,immed_govpartycon,amb2nd_govpartycon,ambition_immediate2014,ambition_immediate2014_2,genderimmedambcat2,genderimmedambcat3,gender2ndambcat3,dum1997,dum2000,dum2003,dum2006,postquota,immedmayorwin,immeddiplocwin,immedsenatewin,immedgovwin,immedregwin,secondmayorwin,seconddiplocwin,seconddipfedwin,secondsenatewin,secondgovwin,firstposition,firstposition3,powerleader,leadertype,nonpowerlead,age_cem,female2,include,include2,sample2,cem_weights_cont1,cem_weights_cont2,samplecont1c,samplecont2c,cem_weights_cont1party,cem_weights_cont2party,samplecont1cp,samplecont2cp
2533,Manuell-Gómez Angulo Dolores de María PAN,PAN,2006-2009,PAN,1,0,0,licenciatura,58,Baja California,0,0,1,1,1,0,0,0,1,NA,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,NA,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,40-59,1,1,1,NA,1,1,1,NA,1,1,1,NA
2534,Márquez Madrid Camerino Eleazar PRD,PRD,2006-2009,PRD,0,1,0,at least some master's studies,39,Zacatecas,0,0,0,0,0,0,0,0,1,dep & gov party not congr.,academic,non-political position,other,other,other,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,1,1,1,2.821311475409836,4.048802129547471,1,1,2.0014285714285713,5.1974043715847,1,1
2535,Márquez Tinoco Francisco PRD,PRD,2006-2009,PRD,0,0,0,licenciatura,46,Michoacan,0,0,0,0,0,1,1,1,1,dep & gov party congr.,state bureaucracy,state bureaucracy,bur appt,bur appt,other,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,0,1,0.17913088732760862,0.16599367019535086,1,1,0.1779047619047619,0.2024962742175857,1,1
2538,Martínez Hernández Alejandro PRD,PRD,2006-2009,PRD,0,1,0,estudios de licenciatura,44,Tlaxcala,0,0,0,0,0,1,1,1,0,dep & gov party not congr.,diputado local,diputado local,other,other,other,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,1,1,0.28498095711210464,0.3527365491651206,1,1,0.3335714285714286,0,1,NA
2539,Martínez Martínez Carlos Roberto PRD,PRD,2006-2009,PRD,0,0,0,tecnico,42,Oaxaca,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,0,NA,0.17913088732760862,0.16599367019535086,NA,NA,0.1779047619047619,0.2024962742175857,NA,NA
2540,Martínez Martínez Francisco PRD,PRD,2006-2009,PRD,0,0,0,tecnico,56,Mexico,0,0,0,0,0,0,0,0,0,NA,ngo,activist/ngo/social movement,other,other,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,0,NA,0.888602039499161,0.8243730587229784,1,NA,0.37063492063492065,0.23042679479932165,1,NA
2541,Martínez Padilla Hugo Eduardo PRD,PRD,2006-2009,PRD,0,0,0,estudios de licenciatura,35,Mexico,0,0,0,0,0,0,0,0,0,NA,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,NA,0,0,0,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,21-39,0,1,0,NA,2.287549844926894,2.469155844155844,1,NA,1.779047619047619,0.8909836065573771,1,NA
2542,Martínez Rocha Arturo PRI,PRI,2006-2009,PRI,0,0,0,secundaria,56,Campeche,0,0,1,1,1,0,0,0,1,NA,state bureaucracy,state bureaucracy,bur appt,bur appt,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,NA,1.099926501134439,0.9070368407103102,1,NA,1.1236090225563908,0.835297131147541,1,NA
2543,Martínez Rodríguez Lorena PRI,PRI,2006-2009,PRI,1,1,0,at least some master's studies,42,Aguascalientes,0,0,1,1,1,1,1,1,0,dep & gov party congr.,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,NA,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,40-59,1,1,1,NA,1,1,1,NA,1,1,1,NA
2544,Martínez Valero Dora Alicia PAN,PAN,2006-2009,PAN,1,1,0,at least some master's studies,30,Coahuila,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,1,1,1,NA,1,1,1,NA,1,1,1,NA
2545,Martínez Vargas Octavio PRD,PRD,2006-2009,PRD,0,0,0,licenciatura,33,Mexico,0,1,0,0,0,0,0,0,0,dep & gov party not congr.,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,other,0,0,0,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,other chair,1,21-39,0,1,0,1,2.089860352155434,0,1,NA,0,0,NA,NA
2547,Matías Alonso Marcos PRD,PRD,2006-2009,PRD,0,0,0,at least some master's studies,50,Guerrero,0,1,0,0,0,0,0,0,1,dep & gov party congr.,state cabinet,state cabinet,cabinet,cabinet/party leader,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,appointed executive,lost/appt. exec.,0,other chair,1,40-59,0,1,0,NA,1.5673952641165756,0,1,NA,0,0,NA,NA
2548,Matus Toledo Holly PRD,PRD,2006-2009,PRD,1,1,0,at least some master's studies,42,Chiapas,0,0,0,0,0,1,1,1,1,NA,state cabinet,state cabinet,cabinet,cabinet/party leader,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,appointed executive,lost/appt. exec.,0,not a leader,0,40-59,1,1,1,NA,1,1,1,NA,1,1,1,NA
2549,Mayans Canabal Fernando Enrique PRD,PRD,2006-2009,PRD,0,0,0,licenciatura,43,Tabasco,0,0,1,1,1,0,0,0,0,NA,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,NA,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,40-59,0,1,0,NA,1.099926501134439,1.3279493615628069,1,NA,1.7155102040816328,1.670594262295082,1,NA
2550,Medellín Varela Antonio PAN,PAN,2006-2009,PAN,0,0,0,at least some master's studies,49,San Luis Potosi,0,0,0,0,0,0,0,0,1,NA,municipal bureaucracy,municipal bureaucracy,other,other,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,1,NA,0.888602039499161,0.8243730587229784,1,NA,1.394935064935065,1.214977645305514,1,NA
2551,Medina de la Cruz Rodrigo PRI,PRI,2006-2009,PRI,0,0,0,at least some master's studies,34,Nuevo Leon,0,1,0,0,0,0,0,0,1,dep & gov party congr.,state cabinet,state cabinet,cabinet,cabinet/party leader,exec ballot access,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,appointed executive,lost/appt. exec.,1,power chair,0,21-39,0,0,0,1,2.089860352155434,0,1,NA,2.6685714285714286,0,1,NA
2552,Medina Macias Alma Hilda PAN,PAN,2006-2009,PAN,1,0,0,licenciatura,30,Aguascalientes,0,0,0,0,0,0,0,0,1,NA,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,NA,0,0,0,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,21-39,1,1,1,NA,1,1,1,NA,1,1,1,NA
2553,Medina Rodríguez Delber PAN,PAN,2006-2009,PAN,0,1,0,licenciatura,46,Nayarit,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,presidente municipal,presidente municipal,other,other,bur appt,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,1,1,2.279847656896837,2.323911382734912,1,1,3.335714285714286,2.672950819672131,1,1
2554,Medina Rodríguez Lizbeth Evelia PAN,PAN,2006-2009,PAN,1,1,0,licenciatura,44,Yucatan,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,NA,0,0,0,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,40-59,1,1,1,NA,1,1,1,NA,1,1,1,NA
2555,Mejía García Luis Alonso PAN,PAN,2006-2009,PAN,0,0,0,licenciatura,60,Tamaulipas,0,0,1,1,1,0,0,0,0,dep & gov party not congr.,presidente municipal,presidente municipal,other,other,bur appt,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,60-95,0,1,1,1,0.5224650880388585,0.47031539888682744,1,1,2.6685714285714286,2.2274590163934427,1,1
2557,Méndez Lanz Víctor Manuel PRI,PRI,2006-2009,PRI,0,0,0,at least some master's studies,54,Campeche,0,0,2,1,1,2,2,1,1,dep & gov party congr.,gobernador,gobernador,gub/pres ballot access,mayor/gov ballot access,leg ballot access,0,0,0,1,1,NA,NA,NA,0,NA,NA,1,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,1,0.11063966570234651,0.10853432282003711,1,1,0.05035040431266846,0.14849726775956285,1,1
2558,Méndez Meneses Apolonio PAN,PAN,2006-2009,PAN,0,0,0,at least some master's studies,60,Puebla,0,0,1,1,1,1,1,1,0,NA,municipal party,municipal party,other,other,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,60-95,0,1,1,NA,0,0,NA,NA,0,0,NA,NA
2559,Mendívil Amparán Gustavo Ildefonso PRI,PRI,2006-2009,PRI,0,0,0,at least some master's studies,46,Sonora,0,0,1,1,1,1,1,1,0,NA,state party leader,state party/state party leader,party leader,cabinet/party leader,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,appointed executive,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,NA,0.11063966570234651,0.10853432282003711,1,NA,0.05035040431266846,0.14849726775956285,1,NA
2560,Mendoza Arellano David PRD,PRD,2006-2009,PRD,0,0,0,preparatoria,36,DF,0,0,0,0,0,0,0,0,1,NA,social movement,activist/ngo/social movement,other,other,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,1,0,NA,2.287549844926894,1.6931354359925788,1,NA,1.779047619047619,1.3921618852459017,1,NA
2561,Mendoza Cortés Mario PRI,PRI,2006-2009,PRI,0,0,0,at least some master's studies,38,Puebla,0,0,0,0,0,0,0,0,1,dep & gov party not congr.,died,retired/died/banned from office,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,0,0,NA,2.287549844926894,1.6931354359925788,NA,NA,2.490666666666667,0.7424863387978142,NA,NA
2562,Mendoza Flores Roberto PRD,PRD,2006-2009,PRD,0,1,0,licenciatura,53,Tabasco,0,0,0,0,0,0,0,0,0,NA,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,NA,0,0,0,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,40-59,0,1,1,NA,2.279847656896837,1.4109461966604824,1,NA,2.6685714285714286,1.1137295081967213,1,NA
2563,Mendoza Maldonado Fausto Fluvio PRD,PRD,2006-2009,PRD,0,0,0,licenciatura,58,Michoacan,0,0,0,0,0,0,0,0,1,dep & gov party congr.,presidente municipal,presidente municipal,other,other,other,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,0,1,0.888602039499161,0.8243730587229784,1,1,0.37063492063492065,0.23042679479932165,1,1
2564,Mendoza Mendoza Irineo PRD,PRD,2006-2009,PRD,0,0,0,secundaria,36,Michoacan,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,1,0,NA,0.7836976320582878,0.6270871985157699,NA,NA,1.3342857142857143,1.1137295081967213,NA,NA
2565,Mendoza Morales Lucía Susana PAN,PAN,2006-2009,PAN,1,1,0,at least some master's studies,30,Jalisco,0,0,0,0,0,0,0,0,1,dep & gov party congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,1,1,1,NA,1,1,1,NA,1,1,1,NA
2566,Merodio Reza Lilia Guadalupe PRI,PRI,2006-2009,PRI,1,0,0,licenciatura,28,Chihuahua,0,0,0,0,0,0,0,0,1,dep & gov party congr.,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,other,0,0,0,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,21-39,1,0,0,1,1,1,1,1,1,1,1,1
2567,Minjares Jiménez José Manuel PAN,PAN,2006-2009,PAN,0,0,0,licenciatura,39,DF,0,0,2,1,1,0,0,0,0,dep & gov party not congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,bur appt,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,1,1,1,0.6453980499303547,0.564378478664193,1,1,0.4002857142857143,0.3426860025220681,1,1
2568,Moctezuma Pereda Fernando Quetzalcoatl PRI,PRI,2006-2009,PRI,0,0,0,licenciatura,50,Hidalgo,0,0,2,1,1,1,1,1,1,dep & gov party congr.,state cabinet,state cabinet,cabinet,cabinet/party leader,appointed exec,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,appointed executive,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,1,0.11063966570234651,0.10853432282003711,1,1,0.05035040431266846,0.14849726775956285,1,1
2569,Mohamar Dainitin Oscar Miguel PAN,PAN,2006-2009,PAN,0,0,0,licenciatura,37,Coahuila,0,0,0,0,0,0,0,0,0,NA,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,NA,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,21-39,0,1,1,NA,2.287549844926894,2.469155844155844,1,NA,1.887526132404181,1.1137295081967213,1,NA
2570,Mollinedo Hernández Agustín PAN,PAN,2006-2009,PAN,0,0,0,at least some master's studies,35,Veracruz,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,diputado local,diputado local,other,other,bur appt,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,1,1,1,2.287549844926894,1.6931354359925788,1,1,1.887526132404181,1.5674711596842745,1,1
2571,Monraz Ibarra Miguel Ángel PAN,PAN,2006-2009,PAN,0,0,0,estudios de licenciatura,33,Jalisco,0,0,1,1,1,0,0,0,1,dep & gov party congr.,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,NA,0,0,0,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,21-39,0,1,1,NA,0.6453980499303547,1.0582096474953617,1,NA,0.4002857142857143,0.7424863387978142,1,NA
2572,Monreal Ávila Susana PRD,PRD,2006-2009,PRD,1,0,0,licenciatura,35,Zacatecas,0,0,0,0,0,0,0,0,1,dep & gov party not congr.,state bureaucracy,state bureaucracy,bur appt,bur appt,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,1,1,0,NA,1,1,1,NA,1,1,1,NA
2573,Montalvo Gómez Pedro PRI,PRI,2006-2009,PRI,0,0,0,estudios de licenciatura,38,Veracruz,0,0,0,0,0,2,2,1,1,NA,state bureaucracy,state bureaucracy,bur appt,bur appt,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,0,0,NA,0.7836976320582878,0.6270871985157699,1,NA,0.22238095238095237,0,1,NA
2574,Montalvo Rojas Victorio Rubén PRD,PRD,2006-2009,PRD,0,0,0,licenciatura,40,DF,0,0,1,1,1,0,0,0,1,dep & gov party congr.,diputado local,diputado local,other,other,other,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,0,1,1.099926501134439,0.9070368407103102,1,1,1.7155102040816328,1.3921618852459017,1,1
2575,Montes Sánchez Fabián Fernando PAN,PAN,2006-2009,PAN,0,0,0,licenciatura,32,Jalisco,0,0,1,1,1,0,0,0,1,dep & gov party congr.,diputado federal,diputado federal,other,other,leg ballot access,0,0,0,1,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,1,1,1,0.6453980499303547,0.564378478664193,1,1,0.4002857142857143,0.3426860025220681,1,1
2578,Morales García Elizabeth PRI,PRI,2006-2009,PRI,1,0,0,at least some master's studies,36,Veracruz,0,1,0,0,0,0,0,0,1,dep & gov party congr.,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,NA,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,other chair,1,21-39,1,0,0,NA,1,0,1,NA,1,0,1,NA
2580,Morales Ramos José Nicolás PAN,PAN,2006-2009,PAN,0,0,0,tecnico,47,Jalisco,0,0,0,0,0,1,1,1,1,dep & gov party congr.,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,NA,0,0,0,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,40-59,0,1,1,NA,0.17913088732760862,0.47031539888682744,1,NA,0,0,NA,NA
2581,Morales Sánchez Efraín PRD,PRD,2006-2009,PRD,0,0,0,licenciatura,53,DF,0,0,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,0,NA,1.099926501134439,0.9070368407103102,NA,NA,1.7155102040816328,1.3921618852459017,NA,NA
2583,Morales Vázquez Carlos Orsoe PRD,PRD,2006-2009,PRD,0,0,0,licenciatura,49,Chiapas,0,1,2,1,1,1,1,1,1,dep & gov party not congr.,presidente municipal,presidente municipal,other,other,other,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,other chair,1,40-59,0,1,0,1,0,0,NA,NA,0,0,NA,NA
2584,Morelos Borja María Esperanza PAN,PAN,2006-2009,PAN,1,1,0,at least some master's studies,53,Michoacan,0,1,2,1,1,0,0,0,0,dep & gov party not congr.,national party,national party/nat. party leader,other,other,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,other chair,1,40-59,1,1,1,NA,1,1,1,NA,1,1,1,NA
2585,Moreno Álvarez Mario Eduardo PAN,PAN,2006-2009,PAN,0,0,0,licenciatura,42,Jalisco,0,0,0,0,0,0,0,0,1,NA,diputado local,diputado local,other,other,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,1,NA,0.888602039499161,0.8243730587229784,1,NA,1.394935064935065,1.214977645305514,1,NA
2586,Morgan Franco Rocío del Carmen PAN,PAN,2006-2009,PAN,1,1,0,licenciatura,39,Jalisco,0,0,1,1,1,0,0,0,1,dep & gov party congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,1,1,1,NA,1,1,1,NA,1,1,1,NA
2587,Mota Hernández Adolfo PRI,PRI,2006-2009,PRI,0,0,0,licenciatura,30,Veracruz,0,0,1,1,1,1,1,1,1,dep & gov party congr.,gobernador,gobernador,other,other,appointed exec,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,0,0,1,0.3483100586925723,0.2821892393320965,1,1,0.8005714285714286,0.7424863387978142,1,1
2588,Muñoz Serna Rogelio PRI,PRI,2006-2009,PRI,0,0,0,tecnico,63,Mexico,0,0,1,1,1,1,1,1,1,NA,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,NA,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,60-95,0,0,0,NA,0,0,NA,NA,0,0,NA,NA
2589,Muñoz Serrano José Antonio PAN,PAN,2006-2009,PAN,0,0,0,licenciatura,39,Jalisco,0,0,1,1,1,0,0,0,1,dep & gov party congr.,state bureaucracy,state bureaucracy,bur appt,bur appt,bur appt,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,1,1,1,0.6453980499303547,0.564378478664193,1,1,0.4002857142857143,0.3426860025220681,1,1
2590,Murat José PRI,PRI,2006-2009,PRI,0,1,0,licenciatura,57,Oaxaca,0,0,5,2,1,2,2,1,1,NA,national party,national party/nat. party leader,other,other,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,1,NA,1.0004650622020697,1.2093824542804135,1,NA,1.3342857142857143,0.9899817850637522,1,NA
2591,Murillo Flores Francisco Javier PAN,PAN,2006-2009,PAN,0,0,0,at least some master's studies,47,Guanajuato,0,0,1,1,1,0,0,0,1,dep & gov party congr.,diputado local,diputado local,other,other,other,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,1,1,1.099926501134439,0.9070368407103102,1,1,0.24259740259740262,0,1,NA
2592,Murillo Torres José Luis PAN,PAN,2006-2009,PAN,0,0,0,licenciatura,49,Nuevo Leon,0,0,1,1,1,0,0,0,0,NA,municipal bureaucracy,municipal bureaucracy,other,other,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,1,NA,1.099926501134439,0.9070368407103102,1,NA,0.24259740259740262,0,1,NA
2593,Narcía Álvarez Héctor PRD,PRD,2006-2009,PRD,0,0,0,licenciatura,49,Chiapas,0,0,0,0,0,0,0,0,1,NA,ngo,activist/ngo/social movement,other,other,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,0,NA,0.888602039499161,0.8243730587229784,1,NA,0.37063492063492065,0.23042679479932165,1,NA
2595,Navarro López Carlos Ernesto PRD,PRD,2006-2009,PRD,0,1,0,at least some master's studies,49,Sonora,0,1,1,1,1,1,1,1,0,NA,gobernador,gobernador,other,other,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,other chair,1,40-59,0,1,1,NA,0.6966201173851446,0.5130713442401754,1,NA,0.8895238095238095,0.7424863387978142,1,NA
2596,Navarro Quintero Miguel Ángel PRD,PRD,2006-2009,PRD,0,1,0,licenciatura,55,Nayarit,0,1,3,2,1,1,1,1,0,dep & gov party not congr.,presidente municipal,presidente municipal,other,other,bur appt,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,other chair,1,40-59,0,1,1,1,0.6966201173851446,0.5130713442401754,1,1,0.8895238095238095,0.7424863387978142,1,1
2597,Navarro Sugich Carlos Alberto PAN,PAN,2006-2009,PAN,0,0,0,licenciatura,31,Sonora,0,0,1,1,1,0,0,0,0,NA,state bureaucracy,state bureaucracy,bur appt,bur appt,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,1,1,NA,0.6453980499303547,0.564378478664193,1,NA,0.4002857142857143,0.3426860025220681,1,NA
2598,Nordhausen González Jorge Rubén PAN,PAN,2006-2009,PAN,0,1,0,at least some master's studies,56,Campeche,0,0,2,1,1,1,1,1,0,NA,gobernador,gobernador,other,other,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,1,NA,1.0004650622020697,1.2093824542804135,1,NA,0.24259740259740262,0.44549180327868854,1,NA
2599,Noriega Blanco Vigil María Elena PAN,PAN,2006-2009,PAN,1,1,0,licenciatura,51,DF,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,1,1,1,NA,1,1,NA,NA,1,1,NA,NA
2601,Ochoa González Arnoldo PRI,PRI,2006-2009,PRI,0,1,0,at least some master's studies,55,Colima,0,0,2,1,1,2,2,1,1,dep & gov party congr.,gobernador,gobernador,other,other,other,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,1,1,1.0004650622020697,1.2093824542804135,1,1,1.3342857142857143,0.9899817850637522,1,1
2603,Ochoa López Nabor PAN,PAN,2006-2009,PAN,0,0,0,licenciatura,46,Colima,0,0,1,1,1,2,2,1,0,dep & gov party not congr.,gobernador,gobernador,other,other,exec ballot access,0,0,0,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,1,1,1,0.11063966570234651,0.062708719851577,1,1,0,0,NA,NA
2604,Ojeda Camacho Gilberto PRI,PRI,2006-2009,PRI,0,0,0,licenciatura,49,Sinaloa,0,0,1,1,1,0,0,0,1,dep & gov party not congr.,state party leader,state party/state party leader,party leader,cabinet/party leader,exec ballot access,0,0,0,1,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,appointed executive,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,1,1.099926501134439,1.3279493615628069,1,1,1.1236090225563908,0.9546252927400468,1,1
2605,Ojeda Hernández Concepción PRD,PRD,2006-2009,PRD,1,1,0,licenciatura,29,Michoacan,0,0,0,0,0,0,0,0,1,NA,state bureaucracy,state bureaucracy,bur appt,bur appt,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,1,1,1,NA,1,1,1,NA,1,1,1,NA
