household_id,group,voted
120392,Neighbors,1
120393,Neighbors,1
120394,Neighbors,0
120395,Neighbors,1
120396,Neighbors,0
120397,Neighbors,0
120398,Neighbors,0
120399,Neighbors,0
120400,Neighbors,0
120401,Neighbors,0
120402,Neighbors,1
120403,Neighbors,1
120404,Neighbors,0
120405,Neighbors,1
120406,Neighbors,0
120407,Neighbors,0
120408,Neighbors,0
120409,Neighbors,0
120410,Neighbors,1
120411,Neighbors,0
120412,Neighbors,1
120413,Neighbors,0
120414,Neighbors,1
120415,Neighbors,0
120416,Neighbors,1
120417,Neighbors,0
120418,Neighbors,0
120419,Neighbors,1
120420,Neighbors,0
120421,Neighbors,0
120422,Neighbors,1
120423,Neighbors,0
120424,Neighbors,1
120425,Neighbors,0
120426,Neighbors,0
120427,Neighbors,0
120428,Neighbors,0
120429,Neighbors,0
120430,Neighbors,1
120431,Neighbors,0
120432,Neighbors,0
120433,Neighbors,0
120434,Neighbors,1
120435,Neighbors,0
120436,Neighbors,0
120437,Neighbors,0
120438,Neighbors,1
120439,Neighbors,0
120440,Neighbors,1
120441,Neighbors,0
120442,Neighbors,1
120443,Neighbors,0
120444,Neighbors,1
120445,Neighbors,0
120446,Neighbors,1
120447,Neighbors,0
120448,Neighbors,0
120449,Neighbors,0
120450,Neighbors,1
120451,Neighbors,0
120452,Neighbors,0
120453,Neighbors,0
120454,Neighbors,1
120455,Neighbors,1
120456,Neighbors,0
120457,Neighbors,1
120458,Neighbors,1
120459,Neighbors,0
120460,Neighbors,1
120461,Neighbors,1
120462,Neighbors,0
120463,Neighbors,0
120464,Neighbors,0
120465,Neighbors,1
120466,Neighbors,0
120467,Neighbors,0
120468,Neighbors,0
120469,Neighbors,0
120470,Neighbors,0
120471,Neighbors,1
120472,Neighbors,0
120473,Neighbors,0
120474,Neighbors,1
120475,Neighbors,0
120476,Neighbors,1
120477,Neighbors,1
120478,Neighbors,0
120479,Neighbors,0
120480,Neighbors,1
120481,Neighbors,1
120482,Neighbors,1
120483,Neighbors,1
120484,Neighbors,0
120485,Neighbors,0
120486,Neighbors,0
120487,Neighbors,0
120488,Neighbors,0
120489,Neighbors,0
120490,Neighbors,0
120491,Neighbors,0
120492,Neighbors,0
120493,Neighbors,0
120494,Neighbors,0
120495,Neighbors,0
120496,Neighbors,0
120497,Neighbors,1
120498,Neighbors,0
120499,Neighbors,0
120500,Neighbors,0
120501,Neighbors,1
120502,Neighbors,1
120503,Neighbors,1
120504,Neighbors,0
120505,Neighbors,0
120506,Neighbors,0
120507,Neighbors,1
120508,Neighbors,1
120509,Neighbors,1
120510,Neighbors,1
120511,Neighbors,1
120512,Neighbors,0
120513,Neighbors,0
120514,Neighbors,1
120515,Neighbors,1
120516,Neighbors,0
120517,Neighbors,0
120518,Neighbors,0
120519,Neighbors,0
120520,Neighbors,1
120521,Neighbors,1
120522,Neighbors,0
120523,Neighbors,0
120524,Neighbors,1
120525,Neighbors,1
120526,Neighbors,1
120527,Neighbors,0
120528,Neighbors,1
120529,Neighbors,1
120530,Neighbors,0
120531,Neighbors,1
120532,Neighbors,1
120533,Neighbors,0
120534,Neighbors,0
120535,Neighbors,0
120536,Neighbors,1
120537,Neighbors,1
120538,Neighbors,0
120539,Neighbors,1
120540,Neighbors,0
120541,Neighbors,0
120542,Neighbors,0
120543,Neighbors,1
120544,Neighbors,0
120545,Neighbors,0
120546,Neighbors,1
120547,Neighbors,1
120548,Neighbors,1
120549,Neighbors,1
120550,Neighbors,0
120551,Neighbors,0
120552,Neighbors,0
120553,Neighbors,0
120554,Neighbors,0
120555,Neighbors,1
120556,Neighbors,0
120557,Neighbors,1
120558,Neighbors,0
120559,Neighbors,0
120560,Neighbors,1
120561,Neighbors,0
120562,Neighbors,0
120563,Neighbors,0
120564,Neighbors,1
120565,Neighbors,0
120566,Neighbors,1
120567,Neighbors,0
120568,Neighbors,1
120569,Neighbors,0
120570,Neighbors,0
120571,Neighbors,0
120572,Neighbors,0
120573,Neighbors,1
120574,Neighbors,0
120575,Neighbors,0
120576,Neighbors,0
120577,Neighbors,1
120578,Neighbors,1
120579,Neighbors,0
120580,Neighbors,0
120581,Neighbors,0
120582,Neighbors,0
120583,Neighbors,1
120584,Neighbors,1
120585,Neighbors,0
120586,Neighbors,0
120587,Neighbors,1
120588,Neighbors,0
120589,Neighbors,1
120590,Neighbors,1
120591,Neighbors,1
120592,Neighbors,1
120593,Neighbors,0
120594,Neighbors,0
120595,Neighbors,0
120596,Neighbors,0
120597,Neighbors,1
120598,Neighbors,1
120599,Neighbors,0
120600,Neighbors,1
120601,Neighbors,0
120602,Neighbors,0
120603,Neighbors,0
120604,Neighbors,0
120605,Neighbors,0
120606,Neighbors,1
120607,Neighbors,0
120608,Neighbors,0
120609,Neighbors,0
120610,Neighbors,0
120611,Neighbors,0
120612,Neighbors,0
120613,Neighbors,1
120614,Neighbors,1
120615,Neighbors,0
120616,Neighbors,0
120617,Neighbors,1
120618,Neighbors,1
120619,Neighbors,0
120620,Neighbors,0
120621,Neighbors,0
120622,Neighbors,0
120623,Neighbors,0
120624,Neighbors,0
120625,Neighbors,0
120626,Neighbors,0
120627,Neighbors,0
120628,Neighbors,0
120629,Neighbors,1
120630,Neighbors,0
120631,Neighbors,1
120632,Neighbors,1
120633,Neighbors,0
120634,Neighbors,1
120635,Neighbors,1
120636,Neighbors,0
120637,Neighbors,0
120638,Neighbors,0
120639,Neighbors,0
120640,Neighbors,0
120641,Neighbors,0
120642,Neighbors,0
120643,Neighbors,1
120644,Neighbors,1
120645,Neighbors,0
120646,Neighbors,0
120647,Neighbors,0
120648,Neighbors,1
120649,Neighbors,1
120650,Neighbors,1
120651,Neighbors,0
120652,Neighbors,1
120653,Neighbors,1
120654,Neighbors,1
120655,Neighbors,1
120656,Neighbors,0
120657,Neighbors,0
120658,Neighbors,0
120659,Neighbors,1
120660,Neighbors,0
120661,Neighbors,1
120662,Neighbors,1
120663,Neighbors,0
120664,Neighbors,1
120665,Neighbors,0
120666,Neighbors,0
120667,Neighbors,0
120668,Neighbors,1
120669,Neighbors,1
120670,Neighbors,0
120671,Neighbors,0
120672,Neighbors,0
120673,Neighbors,0
120674,Neighbors,0
120675,Neighbors,1
120676,Neighbors,0
120677,Neighbors,1
120678,Neighbors,0
120679,Neighbors,0
120680,Neighbors,0
120681,Neighbors,1
120682,Neighbors,0
120683,Neighbors,0
120684,Neighbors,0
120685,Neighbors,0
120686,Neighbors,0
120687,Neighbors,0
120688,Neighbors,1
120689,Neighbors,0
120690,Neighbors,1
120691,Neighbors,0
120692,Neighbors,0
120693,Neighbors,1
120694,Neighbors,1
120695,Neighbors,1
120696,Neighbors,1
120697,Neighbors,0
120698,Neighbors,1
120699,Neighbors,0
120700,Neighbors,0
120701,Neighbors,1
120702,Neighbors,1
120703,Neighbors,1
120704,Neighbors,0
120705,Neighbors,0
120706,Neighbors,0
120707,Neighbors,1
120708,Neighbors,1
120709,Neighbors,0
120710,Neighbors,0
120711,Neighbors,1
120712,Neighbors,0
120713,Neighbors,0
120714,Neighbors,0
120715,Neighbors,0
120716,Neighbors,1
120717,Neighbors,0
120718,Neighbors,1
120719,Neighbors,0
120720,Neighbors,1
120721,Neighbors,0
120722,Neighbors,0
120723,Neighbors,0
120724,Neighbors,1
120725,Neighbors,1
120726,Neighbors,0
120727,Neighbors,0
120728,Neighbors,0
120729,Neighbors,0
120730,Neighbors,0
120731,Neighbors,0
120732,Neighbors,0
120733,Neighbors,1
120734,Neighbors,0
120735,Neighbors,1
120736,Neighbors,0
120737,Neighbors,1
120738,Neighbors,1
120739,Neighbors,0
120740,Neighbors,0
120741,Neighbors,1
120742,Neighbors,0
120743,Neighbors,0
120744,Neighbors,1
120745,Neighbors,0
120746,Neighbors,0
120747,Neighbors,0
120748,Neighbors,0
120749,Neighbors,1
120750,Neighbors,0
120751,Neighbors,0
120752,Neighbors,1
120753,Neighbors,1
120754,Neighbors,0
120755,Neighbors,0
120756,Neighbors,0
120757,Neighbors,0
120758,Neighbors,0
120759,Neighbors,1
120760,Neighbors,1
120761,Neighbors,0
120762,Neighbors,1
120763,Neighbors,1
120764,Neighbors,0
120765,Neighbors,1
120766,Neighbors,0
120767,Neighbors,0
120768,Neighbors,0
120769,Neighbors,0
120770,Neighbors,1
120771,Neighbors,0
120772,Neighbors,0
120773,Neighbors,0
120774,Neighbors,1
120775,Neighbors,1
120776,Neighbors,1
120777,Neighbors,1
120778,Neighbors,0
120779,Neighbors,1
120780,Neighbors,1
120781,Neighbors,1
120782,Neighbors,0
120783,Neighbors,1
120784,Neighbors,1
120785,Neighbors,0
120786,Neighbors,1
120787,Neighbors,0
120788,Neighbors,1
120789,Neighbors,0
120790,Neighbors,0
120791,Neighbors,1
120792,Neighbors,0
120793,Neighbors,1
120794,Neighbors,1
120795,Neighbors,1
120796,Neighbors,1
120797,Neighbors,0
120798,Neighbors,0
120799,Neighbors,1
120800,Neighbors,1
120801,Neighbors,1
120802,Neighbors,1
120803,Neighbors,1
120804,Neighbors,0
120805,Neighbors,0
120806,Neighbors,0
120807,Neighbors,1
120808,Neighbors,0
120809,Neighbors,1
120810,Neighbors,0
120811,Neighbors,0
120812,Neighbors,0
120813,Neighbors,0
120814,Neighbors,0
120815,Neighbors,0
120816,Neighbors,0
120817,Neighbors,0
120818,Neighbors,0
120819,Neighbors,0
120820,Neighbors,0
120821,Neighbors,0
120822,Neighbors,0
120823,Neighbors,0
120824,Neighbors,0
120825,Neighbors,1
120826,Neighbors,1
120827,Neighbors,1
120828,Neighbors,0
120829,Neighbors,0
120830,Neighbors,0
120831,Neighbors,0
120832,Neighbors,1
120833,Neighbors,1
120834,Neighbors,0
120835,Neighbors,0
120836,Neighbors,0
120837,Neighbors,0
120838,Neighbors,0
120839,Neighbors,0
120840,Neighbors,0
120841,Neighbors,0
120842,Neighbors,0
120843,Neighbors,0
120844,Neighbors,1
120845,Neighbors,1
120846,Neighbors,1
120847,Neighbors,1
120848,Neighbors,0
120849,Neighbors,0
120850,Neighbors,1
120851,Neighbors,0
120852,Neighbors,1
120853,Neighbors,1
120854,Neighbors,1
120855,Neighbors,0
120856,Neighbors,0
120857,Neighbors,1
120858,Neighbors,0
120859,Neighbors,1
120860,Neighbors,0
120861,Neighbors,1
120862,Neighbors,0
120863,Neighbors,1
120864,Neighbors,0
120865,Neighbors,0
120866,Neighbors,0
120867,Neighbors,1
120868,Neighbors,1
120869,Neighbors,0
120870,Neighbors,0
120871,Neighbors,0
120872,Neighbors,0
120873,Neighbors,0
120874,Neighbors,0
120875,Neighbors,1
120876,Neighbors,0
120877,Neighbors,0
120878,Neighbors,0
120879,Neighbors,0
120880,Neighbors,0
120881,Neighbors,1
120882,Neighbors,0
120883,Neighbors,0
120884,Neighbors,0
120885,Neighbors,0
120886,Neighbors,0
120887,Neighbors,0
120888,Neighbors,1
120889,Neighbors,1
120890,Neighbors,0
120891,Neighbors,1
120892,Neighbors,0
120893,Neighbors,0
120894,Neighbors,0
120895,Neighbors,1
120896,Neighbors,1
120897,Neighbors,1
120898,Neighbors,1
120899,Neighbors,0
120900,Neighbors,0
120901,Neighbors,1
120902,Neighbors,0
120903,Neighbors,1
120904,Neighbors,0
120905,Neighbors,0
120906,Neighbors,1
120907,Neighbors,0
120908,Neighbors,0
120909,Neighbors,0
120910,Neighbors,0
120911,Neighbors,1
120912,Neighbors,1
120913,Neighbors,1
120914,Neighbors,0
120915,Neighbors,0
120916,Neighbors,0
120917,Neighbors,0
120918,Neighbors,1
120919,Neighbors,1
120920,Neighbors,0
120921,Neighbors,0
120922,Neighbors,0
120923,Neighbors,0
120924,Neighbors,0
120925,Neighbors,0
120926,Neighbors,1
120927,Neighbors,0
120928,Neighbors,0
120929,Neighbors,1
120930,Neighbors,1
120931,Neighbors,0
120932,Neighbors,1
120933,Neighbors,1
120934,Neighbors,0
120935,Neighbors,1
120936,Neighbors,0
120937,Neighbors,0
120938,Neighbors,0
120939,Neighbors,0
120940,Neighbors,1
120941,Neighbors,0
120942,Neighbors,1
120943,Neighbors,1
120944,Neighbors,0
120945,Neighbors,0
120946,Neighbors,1
120947,Neighbors,0
120948,Neighbors,0
120949,Neighbors,0
120950,Neighbors,1
120951,Neighbors,0
120952,Neighbors,1
120953,Neighbors,1
120954,Neighbors,1
120955,Neighbors,0
120956,Neighbors,0
120957,Neighbors,0
120958,Neighbors,0
120959,Neighbors,0
120960,Neighbors,0
120961,Neighbors,0
120962,Neighbors,0
120963,Neighbors,1
120964,Neighbors,0
120965,Neighbors,1
120966,Neighbors,0
120967,Neighbors,0
120968,Neighbors,0
120969,Neighbors,1
120970,Neighbors,0
120971,Neighbors,1
120972,Neighbors,1
120973,Neighbors,1
120974,Neighbors,0
120975,Neighbors,1
120976,Neighbors,0
120977,Neighbors,1
120978,Neighbors,1
120979,Neighbors,0
120980,Neighbors,1
120981,Neighbors,1
120982,Neighbors,0
120983,Neighbors,0
120984,Neighbors,0
120985,Neighbors,0
120986,Neighbors,1
120987,Neighbors,1
120988,Neighbors,1
120989,Neighbors,1
120990,Neighbors,0
120991,Neighbors,1
120992,Neighbors,1
120993,Neighbors,1
120994,Neighbors,0
120995,Neighbors,0
120996,Neighbors,1
120997,Neighbors,1
120998,Neighbors,1
120999,Neighbors,0
121000,Neighbors,0
121001,Neighbors,0
121002,Neighbors,0
121003,Neighbors,0
121004,Neighbors,0
121005,Neighbors,0
121006,Neighbors,0
121007,Neighbors,1
121008,Neighbors,1
121009,Neighbors,0
121010,Neighbors,1
121011,Neighbors,0
121012,Neighbors,1
121013,Neighbors,0
121014,Neighbors,0
121015,Neighbors,0
121016,Neighbors,0
121017,Neighbors,0
121018,Neighbors,1
121019,Neighbors,0
121020,Neighbors,0
121021,Neighbors,1
121022,Neighbors,0
121023,Neighbors,0
121024,Neighbors,1
121025,Neighbors,0
121026,Neighbors,0
121027,Neighbors,0
121028,Neighbors,0
121029,Neighbors,1
121030,Neighbors,0
121031,Neighbors,1
121032,Neighbors,0
121033,Neighbors,0
121034,Neighbors,1
121035,Neighbors,0
121036,Neighbors,0
121037,Neighbors,0
121038,Neighbors,1
121039,Neighbors,1
121040,Neighbors,0
121041,Neighbors,0
121042,Neighbors,1
121043,Neighbors,1
121044,Neighbors,0
121045,Neighbors,0
121046,Neighbors,1
121047,Neighbors,0
121048,Neighbors,1
121049,Neighbors,0
121050,Neighbors,0
121051,Neighbors,1
121052,Neighbors,1
121053,Neighbors,0
121054,Neighbors,1
121055,Neighbors,0
121056,Neighbors,1
121057,Neighbors,0
121058,Neighbors,0
121059,Neighbors,0
121060,Neighbors,1
121061,Neighbors,1
121062,Neighbors,1
121063,Neighbors,0
121064,Neighbors,0
121065,Neighbors,0
121066,Neighbors,0
121067,Neighbors,0
121068,Neighbors,0
121069,Neighbors,1
121070,Neighbors,0
121071,Neighbors,1
121072,Neighbors,0
121073,Neighbors,0
121074,Neighbors,1
121075,Neighbors,1
121076,Neighbors,0
121077,Neighbors,1
121078,Neighbors,1
121079,Neighbors,1
121080,Neighbors,0
121081,Neighbors,1
121082,Neighbors,0
121083,Neighbors,0
121084,Neighbors,0
121085,Neighbors,0
121086,Neighbors,0
121087,Neighbors,0
121088,Neighbors,0
121089,Neighbors,1
121090,Neighbors,0
121091,Neighbors,0
121092,Neighbors,0
121093,Neighbors,0
121094,Neighbors,0
121095,Neighbors,0
121096,Neighbors,1
121097,Neighbors,1
121098,Neighbors,0
121099,Neighbors,0
121100,Neighbors,0
121101,Neighbors,0
121102,Neighbors,1
121103,Neighbors,1
121104,Neighbors,1
121105,Neighbors,1
121106,Neighbors,0
121107,Neighbors,0
121108,Neighbors,0
121109,Neighbors,0
121110,Neighbors,1
121111,Neighbors,1
121112,Neighbors,1
121113,Neighbors,0
121114,Neighbors,0
121115,Neighbors,0
121116,Neighbors,0
121117,Neighbors,1
121118,Neighbors,0
121119,Neighbors,0
121120,Neighbors,1
121121,Neighbors,1
121122,Neighbors,0
121123,Neighbors,1
121124,Neighbors,0
121125,Neighbors,0
121126,Neighbors,0
121127,Neighbors,1
121128,Neighbors,1
121129,Neighbors,0
121130,Neighbors,1
121131,Neighbors,0
121132,Neighbors,0
121133,Neighbors,0
121134,Neighbors,0
121135,Neighbors,1
121136,Neighbors,0
121137,Neighbors,1
121138,Neighbors,1
121139,Neighbors,1
121140,Neighbors,0
121141,Neighbors,0
121142,Neighbors,0
121143,Neighbors,1
121144,Neighbors,1
121145,Neighbors,1
121146,Neighbors,0
121147,Neighbors,1
121148,Neighbors,1
121149,Neighbors,1
121150,Neighbors,0
121151,Neighbors,0
121152,Neighbors,1
121153,Neighbors,0
121154,Neighbors,0
121155,Neighbors,1
121156,Neighbors,0
121157,Neighbors,0
121158,Neighbors,0
121159,Neighbors,1
121160,Neighbors,0
121161,Neighbors,1
121162,Neighbors,1
121163,Neighbors,1
121164,Neighbors,1
121165,Neighbors,0
121166,Neighbors,0
121167,Neighbors,1
121168,Neighbors,0
121169,Neighbors,1
121170,Neighbors,0
121171,Neighbors,0
121172,Neighbors,0
121173,Neighbors,0
121174,Neighbors,1
121175,Neighbors,0
121176,Neighbors,0
121177,Neighbors,0
121178,Neighbors,0
121179,Neighbors,1
121180,Neighbors,1
121181,Neighbors,0
121182,Neighbors,0
121183,Neighbors,0
121184,Neighbors,1
121185,Neighbors,0
121186,Neighbors,1
121187,Neighbors,0
121188,Neighbors,0
121189,Neighbors,1
121190,Neighbors,1
121191,Neighbors,0
121192,Neighbors,0
121193,Neighbors,0
121194,Neighbors,0
121195,Neighbors,0
121196,Neighbors,1
121197,Neighbors,1
121198,Neighbors,1
121199,Neighbors,1
121200,Neighbors,0
121201,Neighbors,0
121202,Neighbors,0
121203,Neighbors,1
121204,Neighbors,0
121205,Neighbors,0
121206,Neighbors,1
121207,Neighbors,0
121208,Neighbors,0
121209,Neighbors,0
121210,Neighbors,0
121211,Neighbors,1
121212,Neighbors,1
121213,Neighbors,0
121214,Neighbors,1
121215,Neighbors,0
121216,Neighbors,1
121217,Neighbors,1
121218,Neighbors,0
121219,Neighbors,1
121220,Neighbors,0
121221,Neighbors,1
121222,Neighbors,0
121223,Neighbors,1
121224,Neighbors,1
121225,Neighbors,1
121226,Neighbors,0
121227,Neighbors,0
121228,Neighbors,0
121229,Neighbors,0
121230,Neighbors,0
121231,Neighbors,0
121232,Neighbors,1
121233,Neighbors,1
121234,Neighbors,1
121235,Neighbors,0
121236,Neighbors,0
121237,Neighbors,0
121238,Neighbors,0
121239,Neighbors,0
121240,Neighbors,0
121241,Neighbors,0
121242,Neighbors,0
121243,Neighbors,0
121244,Neighbors,0
121245,Neighbors,0
121246,Neighbors,0
121247,Neighbors,0
121248,Neighbors,1
121249,Neighbors,1
121250,Neighbors,1
121251,Neighbors,1
121252,Neighbors,0
121253,Neighbors,0
121254,Neighbors,0
121255,Neighbors,1
121256,Neighbors,1
121257,Neighbors,0
121258,Neighbors,1
121259,Neighbors,0
121260,Neighbors,0
121261,Neighbors,1
121262,Neighbors,0
121263,Neighbors,0
121264,Neighbors,0
121265,Neighbors,0
121266,Neighbors,0
121267,Neighbors,0
121268,Neighbors,0
121269,Neighbors,1
121270,Neighbors,0
121271,Neighbors,0
121272,Neighbors,0
121273,Neighbors,0
121274,Neighbors,1
121275,Neighbors,0
121276,Neighbors,1
121277,Neighbors,1
121278,Neighbors,0
121279,Neighbors,1
121280,Neighbors,0
121281,Neighbors,0
121282,Neighbors,1
121283,Neighbors,1
121284,Neighbors,0
121285,Neighbors,0
121286,Neighbors,1
121287,Neighbors,0
121288,Neighbors,0
121289,Neighbors,0
121290,Neighbors,0
121291,Neighbors,0
121292,Neighbors,0
121293,Neighbors,0
121294,Neighbors,0
121295,Neighbors,1
121296,Neighbors,1
121297,Neighbors,0
121298,Neighbors,0
121299,Neighbors,1
121300,Neighbors,0
121301,Neighbors,0
121302,Neighbors,0
121303,Neighbors,1
121304,Neighbors,0
121305,Neighbors,0
121306,Neighbors,1
121307,Neighbors,0
121308,Neighbors,0
121309,Neighbors,0
121310,Neighbors,0
121311,Neighbors,1
121312,Neighbors,1
121313,Neighbors,1
121314,Neighbors,1
121315,Neighbors,0
121316,Neighbors,0
121317,Neighbors,0
121318,Neighbors,0
121319,Neighbors,1
121320,Neighbors,0
121321,Neighbors,0
121322,Neighbors,0
121323,Neighbors,0
121324,Neighbors,0
121325,Neighbors,1
121326,Neighbors,0
121327,Neighbors,0
121328,Neighbors,0
121329,Neighbors,1
121330,Neighbors,1
121331,Neighbors,1
121332,Neighbors,1
121333,Neighbors,0
121334,Neighbors,0
121335,Neighbors,0
121336,Neighbors,0
121337,Neighbors,0
121338,Neighbors,1
121339,Neighbors,0
121340,Neighbors,0
121341,Neighbors,0
121342,Neighbors,1
121343,Neighbors,0
121344,Neighbors,0
121345,Neighbors,0
121346,Neighbors,1
121347,Neighbors,0
121348,Neighbors,0
121349,Neighbors,0
121350,Neighbors,0
121351,Neighbors,0
121352,Neighbors,1
121353,Neighbors,1
121354,Neighbors,1
121355,Neighbors,0
121356,Neighbors,0
121357,Neighbors,0
121358,Neighbors,1
121359,Neighbors,0
121360,Neighbors,0
121361,Neighbors,0
121362,Neighbors,0
121363,Neighbors,1
121364,Neighbors,0
121365,Neighbors,0
121366,Neighbors,0
121367,Neighbors,0
121368,Neighbors,0
121369,Neighbors,1
121370,Neighbors,0
121371,Neighbors,1
121372,Neighbors,1
121373,Neighbors,0
121374,Neighbors,1
121375,Neighbors,0
121376,Neighbors,0
121377,Neighbors,1
121378,Neighbors,0
121379,Neighbors,0
121380,Neighbors,0
121381,Neighbors,0
121382,Neighbors,1
121383,Neighbors,1
121384,Neighbors,0
121385,Neighbors,1
121386,Neighbors,1
121387,Neighbors,0
121388,Neighbors,0
121389,Neighbors,0
121390,Neighbors,1
121391,Neighbors,0
121392,Neighbors,1
121393,Neighbors,1
121394,Neighbors,1
121395,Neighbors,1
121396,Neighbors,0
121397,Neighbors,1
121398,Neighbors,1
121399,Neighbors,0
121400,Neighbors,1
121401,Neighbors,0
121402,Neighbors,1
121403,Neighbors,0
121404,Neighbors,0
121405,Neighbors,0
121406,Neighbors,1
121407,Neighbors,0
121408,Neighbors,1
121409,Neighbors,0
121410,Neighbors,1
121411,Neighbors,0
121412,Neighbors,0
121413,Neighbors,1
121414,Neighbors,0
121415,Neighbors,0
121416,Neighbors,0
121417,Neighbors,1
121418,Neighbors,1
121419,Neighbors,0
121420,Neighbors,1
121421,Neighbors,0
121422,Neighbors,1
121423,Neighbors,0
121424,Neighbors,0
121425,Neighbors,1
121426,Neighbors,1
121427,Neighbors,0
121428,Neighbors,0
121429,Neighbors,0
121430,Neighbors,0
121431,Neighbors,1
121432,Neighbors,0
121433,Neighbors,0
121434,Neighbors,0
121435,Neighbors,0
121436,Neighbors,0
121437,Neighbors,0
121438,Neighbors,1
121439,Neighbors,0
121440,Neighbors,1
121441,Neighbors,1
121442,Neighbors,1
121443,Neighbors,0
121444,Neighbors,1
121445,Neighbors,0
121446,Neighbors,1
121447,Neighbors,0
121448,Neighbors,0
121449,Neighbors,1
121450,Neighbors,1
121451,Neighbors,0
121452,Neighbors,0
121453,Neighbors,1
121454,Neighbors,0
121455,Neighbors,0
121456,Neighbors,0
121457,Neighbors,0
121458,Neighbors,0
121459,Neighbors,0
121460,Neighbors,0
121461,Neighbors,1
121462,Neighbors,0
121463,Neighbors,0
121464,Neighbors,1
121465,Neighbors,0
121466,Neighbors,0
121467,Neighbors,1
121468,Neighbors,0
121469,Neighbors,0
121470,Neighbors,0
121471,Neighbors,0
121472,Neighbors,1
121473,Neighbors,0
121474,Neighbors,1
121475,Neighbors,1
121476,Neighbors,0
121477,Neighbors,1
121478,Neighbors,0
121479,Neighbors,0
121480,Neighbors,1
121481,Neighbors,0
121482,Neighbors,0
121483,Neighbors,0
121484,Neighbors,1
121485,Neighbors,0
121486,Neighbors,1
121487,Neighbors,0
121488,Neighbors,0
121489,Neighbors,0
121490,Neighbors,0
121491,Neighbors,0
121492,Neighbors,0
121493,Neighbors,0
121494,Neighbors,0
121495,Neighbors,1
121496,Neighbors,0
121497,Neighbors,1
121498,Neighbors,0
121499,Neighbors,0
121500,Neighbors,0
121501,Neighbors,0
121502,Neighbors,0
121503,Neighbors,0
121504,Neighbors,0
121505,Neighbors,1
121506,Neighbors,0
121507,Neighbors,1
121508,Neighbors,0
121509,Neighbors,0
121510,Neighbors,1
121511,Neighbors,1
121512,Neighbors,1
121513,Neighbors,0
121514,Neighbors,1
121515,Neighbors,0
121516,Neighbors,0
121517,Neighbors,0
121518,Neighbors,0
121519,Neighbors,0
121520,Neighbors,0
121521,Neighbors,0
121522,Neighbors,0
121523,Neighbors,1
121524,Neighbors,0
121525,Neighbors,1
121526,Neighbors,1
121527,Neighbors,1
121528,Neighbors,0
121529,Neighbors,0
121530,Neighbors,0
121531,Neighbors,0
121532,Neighbors,1
121533,Neighbors,1
121534,Neighbors,0
121535,Neighbors,1
121536,Neighbors,1
121537,Neighbors,1
121538,Neighbors,1
121539,Neighbors,0
121540,Neighbors,1
121541,Neighbors,1
121542,Neighbors,1
121543,Neighbors,1
121544,Neighbors,0
121545,Neighbors,0
121546,Neighbors,0
121547,Neighbors,0
121548,Neighbors,0
121549,Neighbors,1
121550,Neighbors,0
121551,Neighbors,0
121552,Neighbors,1
121553,Neighbors,1
121554,Neighbors,1
121555,Neighbors,0
121556,Neighbors,0
121557,Neighbors,1
121558,Neighbors,0
121559,Neighbors,1
121560,Neighbors,0
121561,Neighbors,0
121562,Neighbors,0
121563,Neighbors,0
121564,Neighbors,1
121565,Neighbors,0
121566,Neighbors,0
121567,Neighbors,0
121568,Neighbors,0
121569,Neighbors,1
121570,Neighbors,0
121571,Neighbors,0
121572,Neighbors,1
121573,Neighbors,0
121574,Neighbors,1
121575,Neighbors,0
121576,Neighbors,0
121577,Neighbors,0
121578,Neighbors,0
121579,Neighbors,0
121580,Neighbors,1
121581,Neighbors,0
121582,Neighbors,1
121583,Neighbors,1
121584,Neighbors,1
121585,Neighbors,1
121586,Neighbors,0
121587,Neighbors,1
121588,Neighbors,0
121589,Neighbors,0
121590,Neighbors,1
121591,Neighbors,1
121592,Neighbors,1
121593,Neighbors,0
121594,Neighbors,1
121595,Neighbors,0
121596,Neighbors,0
121597,Neighbors,0
121598,Neighbors,0
121599,Neighbors,0
121600,Neighbors,0
121601,Neighbors,0
121602,Neighbors,0
121603,Neighbors,0
121604,Neighbors,1
121605,Neighbors,0
121606,Neighbors,0
121607,Neighbors,1
121608,Neighbors,0
121609,Neighbors,0
121610,Neighbors,0
121611,Neighbors,1
121612,Neighbors,0
121613,Neighbors,1
121614,Neighbors,1
121615,Neighbors,1
121616,Neighbors,0
121617,Neighbors,1
121618,Neighbors,1
121619,Neighbors,0
121620,Neighbors,0
121621,Neighbors,1
121622,Neighbors,1
121623,Neighbors,0
121624,Neighbors,0
121625,Neighbors,0
121626,Neighbors,0
121627,Neighbors,0
121628,Neighbors,0
121629,Neighbors,1
121630,Neighbors,1
121631,Neighbors,0
121632,Neighbors,1
121633,Neighbors,0
121634,Neighbors,0
121635,Neighbors,0
121636,Neighbors,1
121637,Neighbors,0
121638,Neighbors,0
121639,Neighbors,1
121640,Neighbors,0
121641,Neighbors,1
121642,Neighbors,0
121643,Neighbors,0
121644,Neighbors,0
121645,Neighbors,0
121646,Neighbors,0
121647,Neighbors,1
121648,Neighbors,0
121649,Neighbors,1
121650,Neighbors,1
121651,Neighbors,1
121652,Neighbors,1
121653,Neighbors,0
121654,Neighbors,0
121655,Neighbors,1
121656,Neighbors,0
121657,Neighbors,0
121658,Neighbors,1
121659,Neighbors,1
121660,Neighbors,0
121661,Neighbors,1
121662,Neighbors,0
